"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Crinoidea&show=loc,paleoloc"
"Access Time","Sun 2017-10-22 23:02:44 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Crinoidea"
"","timerule","major"
"","taxon_status","all"
"","show","loc,paleoloc"
"Elapsed Time","0.712"
"Records Found","11872"
"Records Returned","11872"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate"
"823991","occ","","","90808","Cibolocrinus n. sp. erectus","species","32486","species not entered","Cibolocrinus","genus","32486","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"823992","occ","","","90808","Allagecrinus bassleri","species","31879","species not entered","Allagecrinus","genus","31879","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"823993","occ","","","90808","Perimestocrinus n. sp. moseleyi","species","32323","species not entered","Perimestocrinus","genus","32323","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"823994","occ","","","90808","Plaxocrinus n. sp. laxus","species","32334","species not entered","Plaxocrinus","genus","32334","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"823995","occ","","","90808","Plaxocrinus n. sp. oeconomicus","species","32334","species not entered","Plaxocrinus","genus","32334","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"823996","occ","","","90808","Euonychocrinus n. sp. subservire","species","32458","species not entered","Euonychocrinus","genus","32458","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"823997","occ","","","90808","Laudonocrinus subsinuatus","species","32225","species not entered","Laudonocrinus","genus","32225","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"823998","occ","","","90808","Delocrinus pictus","species","32132","species not entered","Delocrinus","genus","32132","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"823999","occ","","","90808","Delocrinus subhemisphericus","species","32132","species not entered","Delocrinus","genus","32132","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824000","occ","","","90808","Endelocrinus tumidus","species","32151","species not entered","Endelocrinus","genus","32151","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824001","occ","","","90808","Endelocrinus grafordensis","species","32151","species not entered","Endelocrinus","genus","32151","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824002","occ","","","90808","Erisocrinus sp.","genus","32159","","Erisocrinus","genus","32159","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824003","occ","","","90808","Athlocrinus sp.","genus","32065","","Athlocrinus","genus","32065","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824004","occ","","","90808","Lecythiocrinus sp.","genus","32228","","Lecythiocrinus","genus","32228","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824005","occ","","","90808","Ulocrinus sp.","genus","32435","","Ulocrinus","genus","32435","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824006","occ","","","90808","Apographiocrinus typicalis","species","220103","","Apographiocrinus typicalis","species","220103","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824007","occ","","","90808","Apographiocrinus cf. arcuatus","species","32055","species not entered","Apographiocrinus","genus","32055","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824008","occ","","","90808","Stellarocrinus sp.","genus","32398","","Stellarocrinus","genus","32398","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824009","occ","","","90808","Elibatocrinus sp.","genus","32146","","Elibatocrinus","genus","32146","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824010","occ","","","90808","Amphicrinus sp.","genus","32475","","Amphicrinus","genus","32475","Missourian","","305.9","303.4","22518","US","Texas","Wise","based on nearby landmark","minutes","small collection","""4 miles west of the train station at Bridgeport... and 0.01 mile north on the paved road off the Lake Bridgeport Road"" (coordinate based on Lake Bridgeport)","gp_mid","-31.94","-5.60","101"
"824011","occ","","","90809","Graffhamicrinus magnificus","species","32183","species not entered","Graffhamicrinus","genus","32183","Virgilian","","303.4","298.9","22575","US","Kansas","Franklin","stated in text","minutes","small collection","""in a tributary of Coal Creek southeast of Pamona (SE 1/4 SE 1/4, sec. 15, T 17 S., R. 18 E.)""","gp_mid","-26.13","0.12","101"
"824012","occ","","","90809","Graffhamicrinus n. sp. profundus","species","32183","species not entered","Graffhamicrinus","genus","32183","Virgilian","","303.4","298.9","22575","US","Kansas","Franklin","stated in text","minutes","small collection","""in a tributary of Coal Creek southeast of Pamona (SE 1/4 SE 1/4, sec. 15, T 17 S., R. 18 E.)""","gp_mid","-26.13","0.12","101"
"824013","occ","","","90809","Aglaocrinus n. sp. cranei","species","32036","species not entered","Aglaocrinus","genus","32036","Virgilian","","303.4","298.9","22575","US","Kansas","Franklin","stated in text","minutes","small collection","""in a tributary of Coal Creek southeast of Pamona (SE 1/4 SE 1/4, sec. 15, T 17 S., R. 18 E.)""","gp_mid","-26.13","0.12","101"
"824014","occ","","","90809","Plaxocrinus cf. gloukosensis","species","32334","species not entered","Plaxocrinus","genus","32334","Virgilian","","303.4","298.9","22575","US","Kansas","Franklin","stated in text","minutes","small collection","""in a tributary of Coal Creek southeast of Pamona (SE 1/4 SE 1/4, sec. 15, T 17 S., R. 18 E.)""","gp_mid","-26.13","0.12","101"
"824015","occ","","","90810","n. gen. Paratalarocrinus n. sp. transitorius","species","31817","species not entered","Paratalarocrinus","genus","31817","Brigantian","","336","326.4","22638","US","Virginia","Washington","stated in text","seconds","small collection","""Road cut on north side of valley of Little Wolf Run south east of Mendota""","gp_mid","-39.81","-29.11","101"
"824016","occ","","","90810","Talarocrinus cf. trijugis","species","31857","species not entered","Talarocrinus","genus","31857","Brigantian","","336","326.4","22638","US","Virginia","Washington","stated in text","seconds","small collection","""Road cut on north side of valley of Little Wolf Run south east of Mendota""","gp_mid","-39.81","-29.11","101"
"824017","occ","","","90810","Globocrinus cf. unionensis","species","31770","species not entered","Globocrinus","genus","31770","Brigantian","","336","326.4","22638","US","Virginia","Washington","stated in text","seconds","small collection","""Road cut on north side of valley of Little Wolf Run south east of Mendota""","gp_mid","-39.81","-29.11","101"
"824020","occ","","","90811","Rhabdocrinus sp.","genus","32364","","Rhabdocrinus","genus","32364","Brigantian","","336","326.4","22639","US","Tennessee","Sneedville","based on nearby landmark","minutes","small collection","""about three mi northeast of Sneedville"" (basis of coordinate)","gp_mid","-40.71","-28.84","101"
"824021","occ","","","90811","Phanocrinus n. sp. sagillatus","species","32330","species not entered","Phanocrinus","genus","32330","Brigantian","","336","326.4","22639","US","Tennessee","Sneedville","based on nearby landmark","minutes","small collection","""about three mi northeast of Sneedville"" (basis of coordinate)","gp_mid","-40.71","-28.84","101"
"824022","occ","","","90811","Agassizocrinus dissimilis","species","32035","species not entered","Agassizocrinus","genus","32035","Brigantian","","336","326.4","22639","US","Tennessee","Sneedville","based on nearby landmark","minutes","small collection","""about three mi northeast of Sneedville"" (basis of coordinate)","gp_mid","-40.71","-28.84","101"
"824023","occ","","","90811","Talarocrinus inflatus","species","31857","species not entered","Talarocrinus","genus","31857","Brigantian","","336","326.4","22639","US","Tennessee","Sneedville","based on nearby landmark","minutes","small collection","""about three mi northeast of Sneedville"" (basis of coordinate)","gp_mid","-40.71","-28.84","101"
"824024","occ","","","90811","Talarocrinus trijugis","species","31857","species not entered","Talarocrinus","genus","31857","Brigantian","","336","326.4","22639","US","Tennessee","Sneedville","based on nearby landmark","minutes","small collection","""about three mi northeast of Sneedville"" (basis of coordinate)","gp_mid","-40.71","-28.84","101"
"824025","occ","","","90811","Taxocrinus sp.","genus","32470","","Taxocrinus","genus","32470","Brigantian","","336","326.4","22639","US","Tennessee","Sneedville","based on nearby landmark","minutes","small collection","""about three mi northeast of Sneedville"" (basis of coordinate)","gp_mid","-40.71","-28.84","101"
"824026","occ","","","90812","Pterotocrinus rugosus","species","31839","species not entered","Pterotocrinus","genus","31839","Pendleian","","326.4","318.1","23025","US","Indiana","Crawford","stated in text","minutes","small collection","""in the roadcut at interchange of Interstate 64 and Indiana Highway 37, 1.5 km north of Sulphur, NE1/4, SW1/4 sec. 24, T3S, R1W""","gp_mid","-33.41","-19.42","101"
"824027","occ","","","90812","Pentaramicrinus bimagnaramus","species","32321","species not entered","Pentaramicrinus","genus","32321","Pendleian","","326.4","318.1","23025","US","Indiana","Crawford","stated in text","minutes","small collection","""in the roadcut at interchange of Interstate 64 and Indiana Highway 37, 1.5 km north of Sulphur, NE1/4, SW1/4 sec. 24, T3S, R1W""","gp_mid","-33.41","-19.42","101"
"824028","occ","","","90812","Acrocrinus constrictus","species","31686","species not entered","Acrocrinus","genus","31686","Pendleian","","326.4","318.1","23025","US","Indiana","Crawford","stated in text","minutes","small collection","""in the roadcut at interchange of Interstate 64 and Indiana Highway 37, 1.5 km north of Sulphur, NE1/4, SW1/4 sec. 24, T3S, R1W""","gp_mid","-33.41","-19.42","101"
"824029","occ","","","90813","Pterotocrinus rugosus","species","31839","species not entered","Pterotocrinus","genus","31839","Pendleian","","326.4","318.1","23025","US","Indiana","Crawford","stated in text","minutes","small collection","""in the roadcut at interchange of Interstate 64 and Indiana Highway 37, 1.5 km north of Sulphur, NE1/4, SW1/4 sec. 24, T3S, R1W""","gp_mid","-33.41","-19.42","101"
"824030","occ","","","90813","Acrocrinus constrictus","species","31686","species not entered","Acrocrinus","genus","31686","Pendleian","","326.4","318.1","23025","US","Indiana","Crawford","stated in text","minutes","small collection","""in the roadcut at interchange of Interstate 64 and Indiana Highway 37, 1.5 km north of Sulphur, NE1/4, SW1/4 sec. 24, T3S, R1W""","gp_mid","-33.41","-19.42","101"
"824031","occ","","","90814","Pterotocrinus rugosus","species","31839","species not entered","Pterotocrinus","genus","31839","Pendleian","","326.4","318.1","23025","US","Illinois","St. Clair","stated in text","minutes","small collection","""Abandoned limestone quarry... 2.3 km north of Hecker, SW1/4, NE1/4, SW1/4 sec. 29, T2S, R8W""","gp_mid","-35.78","-17.64","101"
"824032","occ","","","90814","Pentaramicrinus bimagnaramus","species","32321","species not entered","Pentaramicrinus","genus","32321","Pendleian","","326.4","318.1","23025","US","Illinois","St. Clair","stated in text","minutes","small collection","""Abandoned limestone quarry... 2.3 km north of Hecker, SW1/4, NE1/4, SW1/4 sec. 29, T2S, R8W""","gp_mid","-35.78","-17.64","101"
"824033","occ","","","90814","Acrocrinus constrictus","species","31686","species not entered","Acrocrinus","genus","31686","Pendleian","","326.4","318.1","23025","US","Illinois","St. Clair","stated in text","minutes","small collection","""Abandoned limestone quarry... 2.3 km north of Hecker, SW1/4, NE1/4, SW1/4 sec. 29, T2S, R8W""","gp_mid","-35.78","-17.64","101"
"824034","occ","","","90815","Pterotocrinus rugosus","species","31839","species not entered","Pterotocrinus","genus","31839","Pendleian","","326.4","318.1","23025","US","Indiana","Crawford","stated in text","minutes","small collection","""0.8 km north of Grantsburg, NE1/4, NW1/4 sec. 1, T3S, R1W""","gp_mid","-33.38","-19.40","101"
"824035","occ","","","90820","Cyathocrinites planus","species","201147","subjective synonym of","Cyathocrinites ramosus","species","128763","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824036","occ","","","90820","Cyathocrinites mammillaris","species","32125","species not entered","Cyathocrinites","genus","32125","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824037","occ","","","90820","Cyathocrinites patulosus","species","32125","species not entered","Cyathocrinites","genus","32125","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824038","occ","","","90820","Poteriocrinites crassus","species","32341","species not entered","Poteriocrinites","genus","32341","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824039","occ","","","90820","Hydreionocrinus sp.","genus","32198","","Hydreionocrinus","genus","32198","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824040","occ","","","90820","Bollandocrinus conicus","species","32082","species not entered","Bollandocrinus","genus","32082","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824041","occ","","","90820","Synbathocrinus conicus","species","31989","species not entered","Synbathocrinus","genus","31989","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824042","occ","","","90820","Megistocrinus globosus","species","31797","species not entered","Megistocrinus","genus","31797","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824043","occ","","","90820","Amphoracrinus gilbertsoni","species","31696","species not entered","Amphoracrinus","genus","31696","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824044","occ","","","90820","Amphoracrinus atlas","species","31696","species not entered","Amphoracrinus","genus","31696","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824045","occ","","","90820","Amphoracrinus bollandensis","species","31696","species not entered","Amphoracrinus","genus","31696","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824046","occ","","","90820","Amphoracrinus turgidus","species","31696","species not entered","Amphoracrinus","genus","31696","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824047","occ","","","90820","Amphoracrinus compressus","species","31696","species not entered","Amphoracrinus","genus","31696","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824048","occ","","","90820","Platycrinites diadema","species","31827","species not entered","Platycrinites","genus","31827","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824049","occ","","","90820","Platycrinites pileatus","species","31827","species not entered","Platycrinites","genus","31827","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824050","occ","","","90820","Platycrinites bellmanensis","species","31827","species not entered","Platycrinites","genus","31827","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824051","occ","","","90820","Platycrinites megastylus","species","31827","species not entered","Platycrinites","genus","31827","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824052","occ","","","90820","Platycrinites granulatus","species","31827","species not entered","Platycrinites","genus","31827","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824053","occ","","","90820","Platycrinites n. sp. jameswrighti","species","31827","species not entered","Platycrinites","genus","31827","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824054","occ","","","90820","Pleurocrinus mucronatus","species","31831","species not entered","Pleurocrinus","genus","31831","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824055","occ","","","90820","Pleurocrinus coronatus","species","31831","species not entered","Pleurocrinus","genus","31831","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824056","occ","","","90820","Pleurocrinus rugosus","species","31831","species not entered","Pleurocrinus","genus","31831","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824057","occ","","","90820","Pleurocrinus suberculatus","species","31831","species not entered","Pleurocrinus","genus","31831","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824058","occ","","","90820","Gilbertsocrinus mammillaris","species","31623","species not entered","Gilbertsocrinus","genus","31623","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824059","occ","","","90820","Gilbertsocrinus konincki","species","31623","species not entered","Gilbertsocrinus","genus","31623","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824060","occ","","","90820","Gilbertsocrinus globosus","species","31623","species not entered","Gilbertsocrinus","genus","31623","Chadian","","345.3","345","20704","UK","","","based on nearby landmark","minutes","small collection","""Salthill Quarry, Clitheroe, Lancashire"" (coordinate based on Clitheroe)","gp_mid","-10.95","-32.97","315"
"824061","occ","","","90821","Tholocrinus n. sp. unionensis","species","32424","species not entered","Tholocrinus","genus","32424","Pendleian","","326.4","318.1","22602","US","Illinois","Union","stated in text","minutes","small collection","""1/4 mile east of the intersection of Illinois Hwy. 146 and Interstate Hwy. 57 (NE NW sec. 30, T. 12 S., R. 1 E)""","gp_mid","-35.78","-18.76","101"
"824062","occ","","","90821","Tholocrinus n. sp. discus","species","32424","species not entered","Tholocrinus","genus","32424","Pendleian","","326.4","318.1","22602","US","Illinois","Union","stated in text","minutes","small collection","""1/4 mile east of the intersection of Illinois Hwy. 146 and Interstate Hwy. 57 (NE NW sec. 30, T. 12 S., R. 1 E)""","gp_mid","-35.78","-18.76","101"
"824063","occ","","","90821","Dasciocrinus spinifer","species","32130","species not entered","Dasciocrinus","genus","32130","Pendleian","","326.4","318.1","22602","US","Illinois","Union","stated in text","minutes","small collection","""1/4 mile east of the intersection of Illinois Hwy. 146 and Interstate Hwy. 57 (NE NW sec. 30, T. 12 S., R. 1 E)""","gp_mid","-35.78","-18.76","101"
"824064","occ","","","90821","n. gen. Harmostocrinus n. sp. porosus","species","32189","species not entered","Harmostocrinus","genus","32189","Pendleian","","326.4","318.1","22602","US","Illinois","Union","stated in text","minutes","small collection","""1/4 mile east of the intersection of Illinois Hwy. 146 and Interstate Hwy. 57 (NE NW sec. 30, T. 12 S., R. 1 E)""","gp_mid","-35.78","-18.76","101"
"824065","occ","","","90822","Cribanocrinus baccatus","species","31610","species not entered","Cribanocrinus","genus","31610","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824066","occ","","","90822","Camptocrinus compressus","species","31720","species not entered","Camptocrinus","genus","31720","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824067","occ","","","90822","Platycrinites conglobatus","species","31827","species not entered","Platycrinites","genus","31827","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824068","occ","","","90822","Platycrinites crassiconus","species","31827","species not entered","Platycrinites","genus","31827","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824069","occ","","","90822","Platycrinites invertielensis","species","31827","species not entered","Platycrinites","genus","31827","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824070","occ","","","90822","Platycrinites spiniger","species","31827","species not entered","Platycrinites","genus","31827","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824071","occ","","","90822","Allagecrinus austinii","species","31879","species not entered","Allagecrinus","genus","31879","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824072","occ","","","90822","Allocatillocrinus scoticus","species","31880","species not entered","Allocatillocrinus","genus","31880","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824073","occ","","","90822","Kallimorphocrinus elongatus","species","31945","species not entered","Kallimorphocrinus","genus","31945","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824074","occ","","","90822","Litocrinus scoticus","species","31946","species not entered","Litocrinus","genus","31946","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824075","occ","","","90822","Thaminocrinus biplex","species","31995","species not entered","Thaminocrinus","genus","31995","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824076","occ","","","90822","Adinocrinus artus","species","32030","species not entered","Adinocrinus","genus","32030","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824077","occ","","","90822","Anemetocrinus biserialis","species","32051","species not entered","Anemetocrinus","genus","32051","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824078","occ","","","90822","Aphelecrinus dilatatus","species","32054","species not entered","Aphelecrinus","genus","32054","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824079","occ","","","90822","Aphelecrinus parvus","species","32054","species not entered","Aphelecrinus","genus","32054","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824080","occ","","","90822","Aulodesocrinus parvus","species","32071","species not entered","Aulodesocrinus","genus","32071","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
"824081","occ","","","90822","Fifeocrinus tielensis","species","32170","species not entered","Fifeocrinus","genus","32170","Brigantian","","336","326.4","30555","UK","","Fife","stated in text","minutes","small collection","""NT 265 900""","gp_mid","-4.83","-20.16","313"
